Artist,Title songs,Popularity,label
Koralle,Mango Tree,56,3
Elle King,Drunk (And I Don't Wanna Go Home),73,0
Nujabes,Luv(sic.) pt3 (feat. Shing02),61,2
Childish Gambino,3005,78,0
Wolfgang Amadeus Mozart,"Clarinet Quintet in A Major, K. 581: II. Larghetto",0,3
Senyawa,Welcome To The New World,38,3
Taylor Swift,The Man,76,0
Crush,Lay Your Head on Me,61,2
Bleu Clair,Have Me All (feat. Jelita),54,4
First and Forever,Sick Little Games,40,4
ST12,Cari Pacar Lagi,52,0
TWICE,CRUEL,71,0
Goodenough,Wasted,28,0
The Moody Blues,Tuesday Afternoon,24,4
Terrace Martin,Freeze Tag (feat. Phoelix),69,4
Ariana Grande,Problem,75,0
Taylor Swift,Delicate,79,4
Kings of Leon,Use Somebody,77,4
John Denver,"The City of New Orleans - Live at Red Rocks, CO - August 1973",17,1
Bob Dylan,"Romance In Durango - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Afternoon",25,1
Frédéric Chopin,"Piano Sonata No. 2 in B-Flat Minor, Op. 35: III. Funeral March (Lento)",1,3
BTS,Film out,79,4
Kay Starr,(Everybody's Waitin' For) The Man With The Bag - Remastered 1996,69,0
Post Malone,I Fall Apart,81,4
Imagine Dragons,Sucker for Pain,1,1
BTS,Trivia 轉 : Seesaw,72,0
TOMORROW X TOGETHER,Frost,68,0
Fleetwood Mac,Big Love - 2018 Remaster,0,0
Tulus,Sepatu,60,2
Troye Sivan,Strawberries & Cigarettes,82,4
Bobby Darin,More - Remastered 2004,61,2
Nirvana,Come As You Are,76,4
Sheila On 7,Kita - Acoustic,53,0
Tyrone Coates & Friends,Turn Out the Stars,57,3
Frédéric Chopin,"Nocturnes, Op. 48: No. 1, Lento in C Minor",0,3
Aventura,Volví,92,0
Slank,Rhapsody Indonesia,16,4
Bruce Springsteen,I'm On Fire,75,2
Rich Brian,Where Does The Time Go (feat. Joji),57,4
Jason Derulo,Take You Dancing,83,0
Miranda Lambert,Champion,24,2
A Tribe Called Quest,Jazz (We've Got),60,2
NIKI,urs,67,2
Jamie Richards,The Man in the Neon Moon,29,4
Foreigner,Cold as Ice,69,4
Bette Midler,Beast of Burden,10,0
Billy Joel,We Didn't Start the Fire,76,0
FTISLAND,"Canon Rap (Live-2011 X'mas Live -Winter's Night-@Yokohama Arena, Kanagawa)",4,1
Chet Baker,Time After Time - Vocal Version,57,2
ATB,Your Love (9PM),84,0
Ella Fitzgerald,Christmas Island,0,2
Yanti Bersaudara,Lembur Kuring,30,1
Billy Idol,White Wedding - Pt. 1,72,0
Miles Davis,"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans)",54,2
J. Cole,Power Trip (feat. Miguel),76,1
ENHYPEN,Forget Me Not,64,0
DJ Khaled,POPSTAR (feat. Drake),79,4
Post Malone,Enemies (feat. DaBaby),75,0
aespa,Lucid Dream,70,4
Cakra Khan,Kekasih Bayangan,58,2
Stevie Nicks,Imperial Hotel,26,1
Paul Simon,"Loves Me Like a Rock - Live at Central Park, New York, NY - August 15, 1991",22,1
Ruth Sahanaya,Keliru,50,4
The Verve,Bitter Sweet Symphony,80,1
Billy Simpson,Be My Wife,43,2
Javi Lobe,The Persistence of Memory,63,3
Bob Seger,Against The Wind - Remastered,31,0
Nadin Amizah,Bertaut,74,2
Cochise,POCKET ROCKET,83,0
Adele,Send My Love (To Your New Lover),79,0
Wolfgang Amadeus Mozart,"Idomeneo, K. 366, Act I Scene I: Aria, Padre, germani, addio! (Ilia)",0,2
BTS,Wishing On A Star,58,0
Blind Melon,No Rain,76,2
Eagles,Hotel California - 2013 Remaster,84,0
D’MASIV,Cinta Ini Membunuhku,60,4
Average White Band,Pick Up the Pieces,56,0
Oslo Ibrahim,Blanket of Sadness (feat. Rendy Pandugo),50,4
80purppp,Hex,79,2
(G)I-DLE,LION,64,4
Padi,Semua Tak Sama,58,4
Sturgill Simpson,Living the Dream,51,0
Chris Young,At the End of a Bar,71,4
Helge Schneider,Gartenzaun - Remastered,9,2
Lil Wayne,Feelin' Like Tunechi,74,0
Death Cab for Cutie,I Will Follow You into the Dark,66,2
ATEEZ,MIST,60,4
Ella Fitzgerald,Isn't This A Lovely Day?,0,2
Music Travel Love,Lost in Your Love,57,0
Eva Cassidy,Fields Of Gold,64,2
Rizky Febian,Berpisah Itu Mudah,57,0
Simple Plan,I'm Just a Kid,73,4
Kenny Rogers,Making Music For Money,37,0
Eric Church,Drink In My Hand,72,0
Raperin,Gava Tu Çû - Piştî Te,31,2
j-hope,Hope World,64,1
Bryson Tiller,Blame,66,4
Willie Nelson,* A Horse Called Music,20,2
A Tribe Called Quest,Find a Way,63,0
Tech N9ne,Speedom (Wwc2),59,0
Hiatus Kaiyote,Nakamarra (feat. Q-Tip),59,2
Johann Sebastian Bach,"Suite No. 5 in C Minor for Solo Cello, BWV 1011: V. Gavotte 1",0,3
The Soggy Bottom Boys,I Am A Man Of Constant Sorrow,27,2
Bob Dylan,"Like a Rolling Stone - Live at Sony Music Studios, New York, NY - November 1994",37,2
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),85,0
Rod Wave,By Your Side,76,4
Wolfgang Amadeus Mozart,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",0,3
Jason Derulo,Trumpets,65,2
Dean Martin,"Baby, It's Cold Outside",0,2
The Macarons Project,A Thousand Miles - Acoustic,39,2
Cardi B,WAP (feat. Megan Thee Stallion),84,4
Mocca,On the Night Like This,60,2
Cheat Codes,Lean On Me,75,4
Nadin Amizah,Beranjak Dewasa,57,2
Queens of the Stone Age,No One Knows,66,0
LOONA,HULA HOOP,65,0
DAY6,누군가 필요해 I Need Somebody,61,4
Aly & AJ,Potential Breakup Song,72,1
Dinah Washington,Mad About The Boy,60,2
Kellie Pickler,Joy to the World,21,0
Taylor Swift,Blank Space,76,0
Ludovico Einaudi,Nightbook,0,3
Stephan Moccio,Lionheart,67,3
Homicide (Indonesia),Puritan (God Blessed Fascists),29,2
Tulus,Pamit,65,2
David Guetta,Memories (feat. Kid Cudi),68,4
Billy Squier,"Christmas Is The Time To Say ""I Love You""",29,1
Billie Holiday,Solitude,61,2
Glenn Fredly,Kasih Putih,60,2
Elton John,Step Into Christmas,79,0
Palace Music,More Brother Rides,34,4
MALIQ & D'Essentials,Menari,57,2
Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: III. Rondeau - Allegro",0,3
Peterpan,Tak Bisakah,56,2
BTS,Fly To My Room,75,0
Florida Georgia Line,Cruise,72,0
Daniel Romano,She Was The World To Me,27,2
The SIGIT,All the Time,56,0
Frédéric Chopin,"Nocturnes, Op. 9: No. 1 in B-Flat Minor",0,3
ZICO,Any song,70,0
Kendrick Lamar,Swimming Pools (Drank),77,4
The Paper Kites,Bloom - Bonus Track,75,2
Raperin,Amed - Diyarbakır,32,2
Joan Jett & The Blackhearts,I Love Rock 'N Roll,77,1
Kizzy,Rap All-Stars,0,0
Travis Scott,goosebumps,86,4
Ski Mask The Slump God,Nuketown (feat. Juice WRLD),77,1
Jung Seung Hwan,Day & Night,68,2
Loverboy,When It's Over,22,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 49 Rezitativ: ""Warum wollt ihr erschrecken?""",0,2
Beyoncé,Run the World (Girls),73,0
Pink Martini,Sympathique,56,2
Bread Essence,Untukmu Indonesia,0,4
KISS,Rock And Roll All Nite,75,0
Cochise,Tell Em,85,4
Knuckle Bones,Fade,34,0
Rich Brian,Drive Safe - A COLORS SHOW,46,2
Andra & The Backbone,Main Hati,56,4
The Jayhawks,Stumbling Through The Dark,30,0
Liphe,Beachwalker,56,3
Lyodra,Dibanding Dia,53,2
The Correspondents,Fear & Delight,56,0
Tom Petty and the Heartbreakers,Supernatural Radio - Extended Version,30,4
TWICE,"PUSH & PULL (JIHYO, SANA, DAHYUN)",68,0
Bad Company,Weep No More - 2015 Remaster,16,4
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,78,0
Dave Alvin,Harlan County Line,25,4
Tom Petty and the Heartbreakers,Baby's a Rock 'n' Roller,22,0
Taylor Swift,Babe (Taylor's Version) (From The Vault),81,0
Bob Dylan,"Isis - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening",32,1
Ir Sais,Dream Girl - Remix,74,0
Ariana Grande,Side To Side,69,0
Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,65,4
April Wine,I Like To Rock,43,0
Dan + Shay,"10,000 Hours (with Justin Bieber)",81,4
TWICE,CANDY,67,0
Deftones,My Own Summer (Shove It),73,4
Ricky Nelson,Lonesome Town,67,2
Aminé,REEL IT IN,77,4
CHEN,Everytime,68,2
Bob Seger,We've Got Tonight - Remastered,39,4
The Macarons Project,I Won't Give Up - Acoustic Version,40,2
NCT 127,Favorite (Vampire),73,4
Olivia Rodrigo,"jealousy, jealousy",86,0
Queen,Fat Bottomed Girls - Remastered 2011,65,4
H.E.R.,Find A Way (feat. Lil Baby & Lil Durk),69,0
Ardhito Pramono,Here We Go Again / Fanboi,58,2
Jeff Tweedy,Simple Twist of Fate,30,4
Billy Currington,Must Be Doin' Somethin' Right,67,4
Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),68,2
Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620, Act II: Papagena! Papagena! Papagena! (Papageno)",0,2
LeeHi,ONLY,85,2
yeyts.,u ain't changed.,56,3
Noah,Andaikan Kau Datang,55,4
Bridgit Mendler,Ready or Not,74,0
The Turtles,Happy Together,75,2
Gryffin,Feel Good (feat. Daya),70,4
Peggy Lee,Ain't We Got Fun,60,2
Rizky Ayuba,You Know I'll Go Get,51,0
Bad Company,"Rock 'n' Roll Fantasy - Live at the Empire Pool, Wembley, London - 9th March 1979",12,1
Lucinda Williams,Lost Girl - Music from the Netflix Original Film,31,2
Yura Yunita,Cinta Dan Rahasia,67,2
Jerkysucks,Indonesia Tercinta,0,1
Milky Chance,Stolen Dance,74,0
Hailee Steinfeld,Starving,78,0
America,Ventura Highway,69,0
Wolfgang Amadeus Mozart,"Minuet in D Major, K. 355",0,3
THE BOYZ,The Stealer,61,4
Bob Dylan,Must Be Santa,25,1
LouiVos,Airplane (feat. Geechi),18,0
BTS,Love Maze,72,0
Ricky Montgomery,Line Without a Hook,81,4
Creedence Clearwater Revival,Proud Mary - Live At The Woodstock Music & Art Fair / 1969,42,1
Dan + Shay,Speechless,75,4
Charli XCX,Good Ones,77,0
Bryson Tiller,Love... (Her Fault) [feat. Bryson Tiller],58,4
McCoy Tyner,When Sunny Gets Blue,62,3
Becky G,Fulanito,81,0
Arctic Monkeys,505,79,4
Wilbur Soot,Your New Boyfriend,77,0
Taylor Swift,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),85,4
Rod Stewart,Love Hurts,35,4
JPCC Worship Youth,Kumilik-Mu,50,4
C.W. McCall,There Won't Be No Country Music (There Won't Be No Rock 'N' Roll),28,2
Boney James,"Stop, Look, Listen (To Your Heart)",53,3
The Smashing Pumpkins,Today - 2011 Remaster,66,4
GRiZ,Medusa,54,0
Iksan Skuter,Surga Indonesia,17,2
Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620, Act II: ""Ein Mädchen oder Weibchen""",0,2
NCT 127,Whiplash,59,0
Giveon,Like I Want You,77,2
Chris Rea,Looking for the Summer,0,4
HEIZE,We don't talk together (Prod. by SUGA),65,4
Rick Springfield,World Start Turning,20,0
Reality Club,I Wish I Was Your Joke,0,4
Ardhito Pramono,Plaza Avenue,47,2
GRiZ,For The Love (Big Wild Remix),54,0
Norah Jones,It's Only Christmas Once A Year,26,2
Dean Lewis,Half A Man,76,2
Michael Bublé,Love You Anymore,66,2
Tom T. Hall,I Don't Want My Golden Slippers,21,2
Fleetwood Mac,Rhiannon,72,0
Rich Brian,Dat $tick (Remix) (feat. Ghostface Killah & Pouya),44,4
38 Special,Second Chance,59,0
Mc Kresha,Jeni Marré,24,0
Ray Scott,Plowboy,23,0
Jason Derulo,Whatcha Say,67,0
Ronnie Dunn,Kiss You There,25,4
April Wine,I Like to Rock - Live,14,1
Juice WRLD,All Girls Are The Same,85,4
Mac Davis,Rock 'N Roll (I Gave You The Best Years Of My Life),12,2
AJR,Weak,69,0
Luxville,Membangun Indonesia,0,1
Red Hot Chili Peppers,Give It Away,74,0
Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",84,4
Dean Martin,That's Amore,62,2
Stray Kids,CHEESE,72,4
j-hope,Chicken Noodle Soup (feat. Becky G),72,4
George Beverly Shea,He Touched Me - Live,26,2
Madeleine Peyroux,We Might As Well Dance,60,2
BTS,Outro : Ego,70,4
Pearl Jam,Even Flow,76,4
Chevelle,The Red,70,4
Foreigner,I Want to Know What Love Is - 1999 Remaster,79,4
David Bowie,Heroes - 2017 Remaster,75,4
Yura Yunita,Intuisi,61,2
Otto,Pilihan Orang Tua,0,3
fun.,Some Nights,71,4
TWICE,Knock Knock,63,4
Led Zeppelin,Going to California - Remaster,69,2
Payung Teduh,Menuju Senja,55,2
ATEEZ,ROCKY,60,4
Asleep At The Wheel,I Can't Give You Anything But Love (feat. Kat Edmonson & Ray Benson),27,2
Joey Alexander,Summer Rising,30,4
Naif,Jikalau,63,0
Bob Seger,Night Moves,71,2
Red Velvet,"Hello, Sunset",59,0
Blue Öyster Cult,Burnin' for You,68,0
Johann Sebastian Bach,"Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",0,2
Derek & The Dominos,Layla,76,2
David Bowie,Space Oddity - 2015 Remaster,73,4
Oslo,Step By Step,58,3
AGNEZ MO,Overdose (feat. Chris Brown & Juicy J) - TSD Remix,33,0
Yubin,Who Am I,6,4
The Doobie Brothers,Listen to the Music - Single Version,41,0
Jill Barber,Petite fleur,60,2
The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,75,2
Bryson Tiller,Self Righteous,59,4
Terrace Martin,"Drones (feat. Kendrick Lamar, Snoop Dogg, Ty Dolla $ign & James Fauntleroy)",54,0
The Statler Brothers,"I'll Fly Away/I'll Fly Away (Reprise) - Live At Capitol Music Hall, 1989",24,2
Glenn Fredly,Malaikat Juga Tahu,57,2
Brandon's Three,the point above,58,3
Player,Baby Come Back,26,0
Set It Off,Wolf in Sheep's Clothing (feat. William Beckett),70,0
Martin Garrix,In the Name of Love,78,4
Billie Eilish,I Didn't Change My Number,78,2
Dean Martin,On An Evening In Roma (Sott'er Celo De Roma) - Remastered,55,2
Owen Mac,Play Me the Waltz of the Angels,24,2
Tree60,Waterwalker,58,0
The Ink Spots,Into Each Life Some Rain Must Fall - Single Version,59,2
Jessi,Unpretty Dreams,32,0
Steppenwolf,Born To Be Wild - Single Version,67,4
Sless Praismo,Office Vibe,56,4
Gotye,Somebody That I Used To Know,78,2
FRANZ,Yours,57,3
Daryl Hall & John Oates,I Can't Go For That (No Can Do),33,0
Bryan Adams,"Hearts On Fire - Live At Rock Werchter, Belgium/1988",22,1
Van Morrison,Brown Eyed Girl,80,0
Raperin,Westiyayime - Yorgunum,11,2
ITZY,Not Shy,74,0
Dreamcatcher,BEcause,66,4
Led Zeppelin,Black Dog - Remaster,75,0
DJ DOC,Summer Story - Rap Mix,0,0
Sheila On 7,Film Favorit,60,0
Mawar de Jongh,Lebih Dari Egoku,61,2
Selena Gomez,Lose You To Love Me,83,2
Taylor Swift,Look What You Made Me Do,79,0
BOL4,To My Youth,67,2
Vince Guaraldi Trio,My Little Drum,61,2
AJR,Bang!,72,0
The Statler Brothers,Jesus Hold My Hand,27,1
The Macarons Project,L-O-V-E - Acoustic,55,2
RAN,Kulakukan Semua Untukmu,56,0
Eddie Money,Take Me Home Tonight,70,0
The Moody Blues,For My Lady - Live At Red Rocks/1992,14,1
Troye Sivan,Angel Baby,78,4
TAEYEON,11:11,62,2
Wolfgang Amadeus Mozart,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 1. Theme",0,3
The Lumineers,A.M. RADIO,66,2
DJ Mbon Mbon,Dj Di Dunia Ini x Papali,55,4
Yovie Widianto,Adu Rayu,64,2
ATEEZ,Wave,65,4
DEAN,D (Half Moon),66,4
Travis Scott,ESCAPE PLAN,88,4
Cascada,Everytime We Touch,74,4
Lee Brice,Hard To Love,70,4
BTS,Burning Up (Fire),74,4
BTS,2nd Grade,59,0
TWICE,What is Love,77,0
Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,75,2
Sixpence None The Richer,Kiss Me,78,4
Sal Priadi,Serta Mulia,60,4
Red Velvet,Peek-A-Boo,69,0
Flo Rida,My House,78,0
Zedd,Good Thing (with Kehlani),71,0
Diplo,Wish - Trippie Mix,70,0
Foreigner,Juke Box Hero,70,4
Noflik,Suave Park,58,0
Lady Gaga,Applause,73,0
Wolfgang Amadeus Mozart,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": I. Allegro",1,3
George Thorogood & The Destroyers,The Usual,23,4
Ludovico Einaudi,Divenire,0,3
Jamrud,Pelangi Di Matamu,55,4
Bruce Cockburn,Musical Friends,4,2
Rossa,Tegar,58,2
Huey Lewis & The News,The Heart of Rock & Roll,27,1
Grateful Dead,"The Music Never Stopped - Live at the Great American Music Hall, San Francisco, CA 8/13/75; 2018 Remaster",24,1
LeeHi,For You (Holiday Remix) - Spotify Singles Holiday,63,2
The Macarons Project,Bizarre Love Triangle - Acoustic,46,2
ATEEZ,THANXX,64,0
Grateful Dead,"Althea - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",21,3
Free,All Right Now,71,0
Paul McCartney,Good Rockin' Tonight - Live On MTV Unplugged,19,2
Wallows,Pleaser,71,4
Van Halen,Jump - 2015 Remaster,79,0
George Strait,Amarillo by Morning,22,1
Chris Brown,Loyal (feat. Lil Wayne & Tyga),75,0
Ronald & the Fairies,These Empty Streets,58,3
David Guetta,Play Hard,1,0
Rauw Alejandro,Cúrame,90,2
Kansas,All I Wanted,13,1
Mariah Carey,Obsessed,67,1
Stan Getz,But Beautiful,58,2
Huey Lewis & The News,The Power Of Love,74,0
Ted Nugent,Great White Buffalo,28,4
Last Child,Diary Depresiku,60,4
Stan Getz,Corcovado (Quiet Nights Of Quiet Stars),63,2
BIGBANG,FXXK IT,63,0
Swedish House Mafia,Don't You Worry Child - Radio Edit,79,4
ONEUS,No diggity,59,0
Collo,Jijue,1,4
Post Malone,Better Now,82,4
Carpenters,Merry Christmas Darling - Remix,73,2
San E,Ballad Rap - Instrumental,1,3
Zac Brown Band,Toes,71,2
Sleeping With Sirens,If You Can't Hang,69,4
Tulus,Ruang Sendiri,59,4
Bad Company,Movin' On - 2015 Remaster,19,0
Padi,Memberi Makna Indonesia,34,4
Ten2Five,KICIR KICIR,0,0
Shania Twain,Any Man Of Mine,71,0
Stephen Stills,Rock and Roll Crazies / Cuban Bluegrass,27,1
Wolfgang Amadeus Mozart,"Flute Concerto in G Major, K. 313: II. Adagio ma non troppo",0,3
Erroll Garner,Misty - Remastered 2020,58,3
Beyoncé,Love On Top,76,1
Diplo,Wish,68,0
NANO,Punishment (Prod. HSND),27,2
Perry Como,Papa Loves Mambo,51,2
Lil Wayne,Right Above It,70,1
Alex Decante,You Gets You,57,3
Willie Nelson,Blue Eyes Crying In the Rain,20,2
t.A.T.u.,All The Things She Said,77,4
Bill Evans Trio,My Foolish Heart - Live,55,3
Stray Kids,"Gone Away (HAN, Seungmin, I.N)",65,4
BTS,War of Hormone,65,4
Alabama,Gonna Have a Party,26,1
Tony Q Rastafara,Indonesia Jalanan,13,0
Adhitia Sofyan,Forget Jakarta,51,2
Twenty One Pilots,House of Gold,69,0
Wings,Rockestra Theme,16,4
Brad Paisley,Don't Drink the Water (feat. Blake Shelton),36,0
ENHYPEN,Go Big or Go Home,75,0
Galdive,Shoulder,35,2
Eagles,Take It Easy - 2013 Remaster,77,0
Smokie,Rock Away Your Teardrops,34,0
Phil Collins,Take Me in Your Arms (Rock Me for a Little While),8,0
SAMSONS,Kenangan Terindah,65,4
The Neville Brothers,Way Down in the Hole,30,0
Red Garland,Almost Like Being In Love,60,2
Michael Bublé,Everything,71,0
Eric Bellinger,G.O.A.T.,73,4
ToppDogg,Feel Alive (Rap Ver.),5,1
Nat King Cole,Hark! The Herald Angels Sing,58,2
12mé,Monde muet,0,2
Tech N9ne,Am I A Psycho,61,1
Billie Holiday,Crazy He Calls Me,57,2
Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),71,0
Grand Funk Railroad,"Footstompin' Music - Live At Cobo Hall, Detroit, MI/1971/2002 Remaster",22,1
Joey + Rory,If I Needed You,34,2
Kali Uchis,fue mejor (feat. SZA),75,4
Cigarettes After Sex,Apocalypse,75,4
Ozzy Osbourne,Crazy Train,78,2
Wolfgang Amadeus Mozart,"Piano Concerto No. 11 in F Major, K. 413: II. Larghetto",0,3
Vern Gosdin,Mother Country Music,37,0
Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),75,4
Vince Guaraldi,The Great Pumpkin Waltz,51,3
Jaymes Young,Happiest Year,80,2
Jake Owen,After the Music's Stopped,25,2
Loudon Wainwright III,Grey In L.A.,31,2
Starbuck,A Fool in Line,17,0
Kelly Clarkson,"Santa, Can’t You Hear Me",71,4
Fourtwnty,Hitam Putih,62,2
Linkin Park,In the End,85,4
Miguel,Adorn,69,4
Rich Brian,The Sailor,51,1
Romare,Hey Now - When I Give You All My Lovin',64,2
JEON SOMI,Outta My Head,62,0
Kendrick Lamar,Backseat Freestyle,69,0
Rick Ross,Diced Pineapples,59,4
j-hope,항상 (HANGSANG),60,0
Nat King Cole,O Holy Night (duet with Calum Scott),51,2
SZA,Hit Different,75,0
Megan Thee Stallion,Body,77,4
DJ Snake,Middle,77,4
Cheap Trick,Born to Raise Hell - 'Rock & Rule' OST Outtake,22,4
Red Garland,The Very Thought Of You,53,3
Juice WRLD,Legends,79,4
Jaz,Kasmaran,55,2
BLACKPINK,BOOMBAYAH,65,4
EXO,Lotto,62,0
Vince Guaraldi Trio,Little Birdie,49,2
The Beach Boys,Good Vibrations - Remastered 2001,71,4
Dean Martin,Ain't That A Kick In The Head,63,2
Danger Ranger,With You (Indonesian Version),12,2
Shania Twain,Man! I Feel Like A Woman!,75,2
Maren Morris,The Bones,18,4
"Tyler, The Creator",NEW MAGIC WAND,79,1
GRiZ,Griztronics II (Another Level),61,0
Chintya Gabriella,Aku Sayang Aku,63,2
21 Savage,ball w/o you,77,4
Dipha Barus,No One Can Stop Us,51,4
Endah N Rhesa,"Indonesia Pusaka, Ver. 2.0",19,2
Roberta Flack,Killing Me Softly With His Song,73,2
Music Travel Love,If Life Is so Short (Live at Phu Chi Fa),57,2
Bob Seger,Her Strut - Remastered,30,0
Eric Church,The Ballad Of Curtis Loew,25,4
TOMORROW X TOGETHER,We Lost The Summer,63,0
Baby Keem,16,75,0
Bad Company,Shooting Star - Live At Red Rocks,19,1
Queen,Good Old-Fashioned Lover Boy - Remastered 2011,67,2
Music Travel Love,Mandolin Rain (Live on the Kok River),47,2
Joji,YEAH RIGHT,81,2
Nat King Cole,Adeste Fideles,53,2
Jelly Roll,Not Looking Back,28,2
XXXTENTACION,Revenge,80,2
Carly Simon,"Nobody Does It Better - From ""The Spy Who Loved Me"" Soundtrack",43,2
Maddie & Tae,"Jolene - Music From The Spotify Original Series ""Music Happens Here""",33,2
Frédéric Chopin,"Nocturnes, Op. 37: No. 1, Andante sostenuto in G Minor",0,3
Elvis Presley,O Little Town of Bethlehem,71,2
DAY6,Shoot Me,65,0
Wilco,Just a Kid,29,0
Raperin,Hate Ber Deri,10,2
Gryffin,After You (feat. Calle Lehmann),71,4
Zara Larsson,Never Forget You,76,4
Penelope Scott,Rät,78,4
Kesha,We R Who We R,73,0
JUNNY,MOVIE,62,2
Puddle Of Mudd,She Hates Me,72,1
Harry Styles,Adore You,85,0
BETWEEN FRIENDS,affection,76,2
Khalid,8TEEN,78,0
lovelytheband,broken,73,4
Brabo Gator,Don't Speak (feat. Savannah Dexter),22,4
Marcy Playground,Sex & Candy,70,0
Johann Sebastian Bach,"Suite for solo Cello No. 1 in G, BWV 1007: 1. Prelude",1,3
Rick Springfield,Light This Party Up,19,1
Neil Diamond,Sweet Caroline,79,2
Mr Mantega,How To,57,3
BTS,Just One Day,71,4
DPR LIVE,Summer Tights,60,0
Maudy Ayunda,Perahu Kertas,58,2
Alexa,Sugar Crash (Remix),51,1
Mother Mother,Hayloft,81,4
Ted Nugent,"Cocked, Locked & Ready to Rock",27,0
BTS,MIC Drop (Steve Aoki Remix) [Full Length Edition],77,4
BTS,Iine!Pt.2 - Ano Bashode -,57,0
Ed Sheeran,Thinking out Loud,84,2
Badfinger,Carry On Till Tomorrow - Remastered 2010,29,2
The Pussycat Dolls,Don't Cha,68,0
Erik Satie,Satie / Orch. Ducros: Gymnopédie No. 1,63,3
Jon Wolfe,Some Ol' Bar in the 90's,19,0
Pie Grande,"Triste Navidad, Live Jakarta, Indonesia (Live)",0,1
Tinashe,2 On (feat. ScHoolboy Q),72,4
Marcell,Firasat,54,2
SOYOU,Some (feat. Lil Boi),63,0
BIGBANG,BANG BANG BANG,69,4
David Garfield,Rock Steady - Zigaboo Version - Remastered,32,0
The Beatles,Here Comes The Sun - Remastered 2009,83,4
21 Savage,Mr. Right Now (feat. Drake),76,0
Bad Company,Good Lovin' Gone Bad - 2015 Remaster,19,0
The Macarons Project,Somewhere Only We Know - Acoustic,52,2
Boston,Peace of Mind,69,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 13 Evangelist, Engel: ""Und der Engel sprach zu Ihnen""",0,2
XXXTENTACION,changes,82,2
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),83,0
Marion Jola,Rayu,60,2
John Mayer,Waiting On the World to Change,73,0
38 Special,Robin Hood,23,4
NCT 127,Superhuman,56,0
Katy Perry,Never Really Over,75,4
MOMOLAND,BAAM,63,0
Raisa,Bahasa Kalbu,63,2
Justin Bieber,Intentions,1,0
Seori,긴 밤 (feat. GIRIBOY),60,2
NCT 127,Regular - English Version,65,0
Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio",1,3
Music Travel Love,Stand by Me (Live at Lake Powell),55,2
Unlike Pluto,Everything Black,76,4
Stray Kids,Here Always (SEUNGMIN of Stray Kids),69,4
Mujo,Smiling World,58,3
LouiVos,Vis (feat. Zack Ink),16,0
Frédéric Chopin,"Largo from Frédéric Chopin: Sonata for Cello and Piano in G Minor, Op. 65 - Live",0,3
TOMORROW X TOGETHER,Ito,67,4
Gene Watson,When a Man Can't Get a Woman off His Mnd,35,0
TOMORROW X TOGETHER,Way Home,59,4
The Jayhawks,Angelyne,32,0
Bryson Tiller,Let Em' Know,62,4
GRiZ,Smoke That (feat. ProbCause & Jaye Prime),51,2
The Weeknd,I Feel It Coming,80,0
REO Speedwagon,Take It On the Run,68,4
Superman Is Dead,Luka Indonesia,28,0
EST Gee,All I Know (feat. Pooh Shiesty),55,4
SHINee,Don't Call Me,66,4
Sammy Hagar,Rock 'N' Roll Weekend - Live,10,1
Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),75,0
Lizzo,Truth Hurts,77,4
John Denver,For Baby (For Bobbie),46,2
The Statler Brothers,How Great Thou Art,32,1
WayV,Love Talk - English Version,71,4
KYLE,iSpy (feat. Lil Yachty),74,0
BTS,Spine Breaker,63,0
Imagine Dragons,Believer,88,0
Moneybagg Yo,Switches & Dracs (with Lil Durk feat. EST Gee),75,0
Tom T. Hall,Fox On The Run,28,2
KWON EUN BI,Door,61,0
